code,trade_date,open,high,low,close,volume,amount,adj_factor,limit_up,limit_down,is_paused,pre_close,qfq_open,qfq_high,qfq_low,qfq_close,qfq_pre_close,ret_1d,rsi14,ema12,ema26,macd_dif,macd_dea,macd_hist,boll_mid,boll_std,boll_upper,boll_lower,boll_percent_b,boll_bandwidth,kdj_rsv9,kdj_k,kdj_d,kdj_j
002747.SZ,20251104,24.67,24.68,23.8,24.01,20994073.0,505711990.98,1.0,,,False,24.77,24.67,24.68,23.8,24.01,24.77,-0.030682276947920806,47.54823913324141,24.289354036733677,24.33492307704599,-0.045569040312312126,-0.11067927788436352,0.0651102375720514,24.2625,0.8902127554691549,26.04292551093831,22.482074489061688,0.42908998482421024,0.14676356607425545,39.86486486486496,58.43556115482915,60.26481497176823,54.777053520951
002747.SZ,20251105,23.58,23.94,23.3,23.75,15425875.0,364932184.39,1.0,,,False,24.01,23.58,23.94,23.3,23.75,24.01,-0.010828821324448179,45.74480219254776,24.206376492620805,24.291595441709248,-0.08521894908844274,-0.10558721212517937,0.020368263036736625,24.169999999999998,0.8411955777344421,25.852391155468883,22.487608844531113,0.37517766048795487,0.13921316967057384,18.07228915662649,44.98113715542827,55.170255699654916,24.602900066974996
002747.SZ,20251106,23.82,24.45,23.68,24.15,16487221.0,396730294.21,1.0,,,False,23.75,23.82,24.45,23.68,24.15,23.75,0.01684210526315777,48.9526312079,24.19770318606376,24.281106890471527,-0.08340370440776823,-0.10115051058169715,0.017746806173928917,24.061,0.6800507334015441,25.421101466803087,22.700898533196913,0.5327181472016175,0.11305444219301668,34.13654618473889,41.36627349853181,50.56892829928055,22.960963897034333
002747.SZ,20251107,24.17,24.2,23.59,23.61,14684155.0,347869535.55,1.0,,,False,24.15,24.17,24.2,23.59,23.61,24.15,-0.022360248447204967,45.07781449713842,24.10728731128472,24.23139526895512,-0.12410795767040028,-0.10574199999943779,-0.018365957670962496,23.970499999999998,0.610003893430177,25.19050778686035,22.750492213139644,0.35225504136832925,0.10179243544025812,12.449799196787104,31.727448731283577,44.288435109948225,6.6054759739542845
002747.SZ,20251110,23.61,23.78,23.18,23.25,15876901.0,370441547.69,1.0,,,False,23.61,23.61,23.78,23.18,23.25,23.61,-0.015247776365946653,42.653847195870924,23.975396955702454,24.158699323106593,-0.18330236740413852,-0.12125407348037794,-0.062048293923760586,23.8925,0.5972761086800411,25.087052217360082,22.697947782639915,0.23107077670497334,0.09999390749064213,2.6819923371647625,22.045629933243976,36.87416671771348,-7.611443635695025
002747.SZ,20251111,23.5,23.83,22.95,23.02,14983891.0,347642025.13,1.0,,,False,23.25,23.5,23.83,22.95,23.02,23.25,-0.009892473118279566,41.132058450505646,23.828412808671306,24.074351225098695,-0.24593841642738923,-0.1461909420697802,-0.09974747435760903,23.85,0.6268731929186084,25.10374638583722,22.596253614162784,0.16899206674651732,0.10513596526936836,2.4647887323943762,15.518682866294112,29.75567210057369,-12.955295602265046
002747.SZ,20251112,23.3,23.45,22.6,22.75,17411772.0,398391512.12,1.0,,,False,23.02,23.3,23.45,22.6,22.75,23.02,-0.011728931364031303,39.356897928311454,23.662503145798798,23.976251134350644,-0.31374798855184594,-0.17970235136619336,-0.13404563718565257,23.755000000000003,0.6422188100639592,25.03943762012792,22.470562379872085,0.10877819823592744,0.10814040161043295,4.7021943573667295,11.913186696651653,23.808176965933015,-11.876793841911066
002747.SZ,20251113,22.62,22.88,22.51,22.79,13348372.0,303484735.0,1.0,,,False,22.75,22.62,22.88,22.51,22.79,22.75,0.0017582417582417964,39.77160305223274,23.528271892598983,23.8883806799543,-0.3601087873553155,-0.2157836385640178,-0.14432514879129768,23.712,0.6757262759431264,25.063452551886254,22.360547448113746,0.15888554551429,0.11398891294587164,9.893992932862112,11.240122108721806,19.618825346862614,-5.51728436755981
002747.SZ,20251114,22.55,22.7,22.3,22.42,12081030.0,271751595.19,1.0,,,False,22.79,22.55,22.7,22.3,22.42,22.79,-0.01623519087318992,37.23509155663169,23.35776852450683,23.779611740698424,-0.4218432161915935,-0.25699555408953295,-0.16484766210206053,23.707,0.6848364768322186,25.07667295366444,22.337327046335563,0.030179815350538427,0.11555008678149387,5.042016806722733,9.17408700805545,16.137245900593562,-4.7522307770207775
002747.SZ,20251117,22.31,22.57,22.23,22.44,9406491.0,210861708.22,1.0,,,False,22.42,22.31,22.57,22.23,22.44,22.42,0.000892060660124816,37.46724986076632,23.216573366890394,23.68038124138743,-0.46380787449703575,-0.2983580181710335,-0.16544985632600223,23.660999999999998,0.7356147089339392,25.132229417867876,22.18977058213212,0.08504092387933518,0.12435902268440711,9.459459459459502,9.269211158523468,13.847900986570199,0.11183150243000739
002747.SZ,20251118,22.4,22.53,22.23,22.29,10755000.0,240615619.0,1.0,,,False,22.44,22.4,22.53,22.23,22.29,22.44,-0.006684491978609763,36.38037281920453,23.074023618138025,23.577390038321695,-0.5033664201836707,-0.33935969857356096,-0.16400672161010976,23.6015,0.7936830286707423,25.188866057341485,22.014133942658518,0.08689427875366731,0.13451399761383673,2.7027027027026467,7.0803750065831945,11.592058993241197,-1.9429929667328132
002747.SZ,20251119,22.36,22.43,21.89,22.12,10769909.0,238358111.04,1.0,,,False,22.29,22.36,22.43,21.89,22.12,22.29,-0.007626738447734316,35.136352096790375,22.927250753809098,23.469435220668238,-0.5421844668591405,-0.3799246522306769,-0.16225981462846356,23.539,0.8562061667612305,25.251412333522463,21.82658766647754,0.08567222034628394,0.14549575882768695,9.95670995670998,8.039153323292123,10.407757103258174,3.3019457633600204
002747.SZ,20251120,22.26,22.36,21.82,21.85,9229060.0,203122383.8,1.0,,,False,22.12,22.26,22.36,21.82,21.85,22.12,-0.01220614828209765,33.19488023060114,22.7615198686077,23.349477056174294,-0.5879571875665945,-0.42153115929786045,-0.1664260282687341,23.467499999999998,0.9312672817188187,25.330034563437636,21.60496543656236,0.06577987014248667,0.1587331043730809,1.4925373134328939,5.85694798667238,8.89082073106291,-0.21079750210867942
002747.SZ,20251121,21.68,22.17,21.15,21.87,19769700.0,428983149.0,1.0,,,False,21.85,21.68,22.17,21.15,21.87,21.85,0.0009153318077803618,33.48805392585902,22.624362965744975,23.239886163124346,-0.6155231973793711,-0.4603295669141626,-0.1551936304652085,23.356,0.981032109566223,25.31806421913245,21.393935780867555,0.12131718587247481,0.1680137197407473,26.86567164179114,12.859855871711966,10.213832444612596,18.15190272591071
002747.SZ,20251124,21.75,22.1,21.38,22.01,14563190.0,316536523.18,1.0,,,False,21.87,21.75,22.1,21.38,22.01,21.87,0.006401463191586743,35.61797072384378,22.529845586399595,23.148783484374395,-0.6189378979747993,-0.49205123312628996,-0.1268866648485093,23.2485,1.0045559964481572,25.257611992896315,21.239388007103685,0.1917792526302654,0.17283798893660368,37.39130434782621,21.037005363750048,13.821556750991746,35.46790258926665
002747.SZ,20251125,22.18,22.2,21.86,21.86,14072463.0,310010969.51,1.0,,,False,22.01,22.18,22.2,21.86,21.86,22.01,-0.0068150840527033685,34.34879319655316,22.426792419261197,23.0533180410874,-0.6265256218262039,-0.5189461108662727,-0.10757951095993112,23.1405,1.031554530793184,25.203609061586366,21.077390938413632,0.18966739959558968,0.1783115370529044,41.0404624277457,27.704824385081935,18.44931262902181,46.21584789720218
002747.SZ,20251126,21.86,22.05,21.65,21.93,10437295.0,228410159.39,1.0,,,False,21.86,21.86,22.05,21.65,21.93,21.86,0.003202195791399909,35.50378497834494,22.350362816297935,22.97010929730315,-0.6197464810052153,-0.5391061848940613,-0.08064029611115409,23.0225,1.0282892346027657,25.079078469205534,20.965921530794468,0.23438893376579023,0.17865813610212036,50.32258064516134,35.244076471775074,24.0475672432729,57.63709492877942
002747.SZ,20251127,21.99,22.15,21.73,21.76,10156254.0,22290562.0,1.0,,,False,21.93,21.99,22.15,21.73,21.76,21.93,-0.007751937984496027,33.94204148573918,22.259537767636715,22.88047157157699,-0.6209338039402752,-0.5554717087033041,-0.06546209523697111,22.8905,1.0123115874077195,24.915123174815438,20.86587682518456,0.220812244455551,0.17689636965688288,42.957746478873396,37.81529980747452,28.63681143134011,56.17227655974333
002747.SZ,20251128,21.6,21.97,21.59,21.93,8560073.0,186731038.2,1.0,,,False,21.76,21.6,21.97,21.59,21.93,21.76,0.0078125,36.92978981376402,22.20883964953876,22.810066269978694,-0.6012266204399346,-0.5646226910506302,-0.036603929389304346,22.729,0.8872930744685947,24.50358614893719,20.95441385106281,0.2748770888134888,0.15615171357624086,56.52173913043476,44.0507795817946,33.77480081482494,64.60273711573393
002747.SZ,20251201,21.91,22.43,21.91,22.43,16065613.0,35793066.0,1.0,,,False,21.93,21.91,22.43,21.91,22.43,21.93,0.022799817601459216,44.833007414113695,22.24286431884049,22.781913212943234,-0.5390488941027449,-0.5595079316610532,0.020459037558308246,22.612000000000002,0.7548417052600678,24.121683410520138,21.102316589479866,0.4397224614340509,0.13352940124890642,100.0,62.7005197211964,43.416707116948764,101.26814492969167
002747.SZ,20251202,22.4,22.4,21.95,22.01,10763709.0,237760293.59,1.0,,,False,22.43,22.4,22.4,21.95,22.01,22.43,-0.018724921979491715,40.26835682614455,22.207039039018877,22.72473445642892,-0.5176954174100423,-0.551145428810851,0.03345001140080872,22.512,0.6929545439636882,23.897909087927378,21.126090912072623,0.3188914394266877,0.1231262515926952,67.18750000000017,64.196179814131,50.34319801600951,91.90214341037398
002747.SZ,20251203,22.02,22.19,21.72,21.88,8079081.0,176544578.37,1.0,,,False,22.01,22.02,22.19,21.72,21.88,22.01,-0.005906406179009616,38.946581160926016,22.15672534070828,22.66216153373048,-0.5054361930221987,-0.5420035816531206,0.036567388630921904,22.4185,0.6440362955609877,23.706572591121976,21.130427408878028,0.29096674996750654,0.11491157669977689,57.031249999999986,61.80786987608734,54.16475530270212,77.09409902285776
002747.SZ,20251204,22.34,22.65,22.03,22.44,22173865.0,496843766.81,1.0,,,False,21.88,22.34,22.65,22.03,22.44,21.88,0.025594149908592323,47.01480177911751,22.200306057522393,22.64570512382452,-0.44539906630212656,-0.5226826785829218,0.07728361228079528,22.333,0.507534235298386,23.348068470596772,21.317931529403225,0.552705804140038,0.09090301084464904,83.46456692913407,69.02676889376959,59.11875983305795,88.84278701519284
002747.SZ,20251205,22.53,22.56,22.15,22.55,14353131.0,321824169.12,1.0,,,False,22.44,22.53,22.56,22.15,22.55,22.44,0.004901960784313708,48.4557143923205,22.25410512559587,22.638615855393073,-0.3845107297972028,-0.49504828882577806,0.11053755902857526,22.28,0.419046536795039,23.118093073590078,21.441906926409924,0.6610799614674183,0.07523277141742162,90.56603773584925,76.20652517446281,64.81468161352623,98.99021229633598
002747.SZ,20251208,22.65,22.76,22.45,22.73,16955113.0,383843452.74,1.0,,,False,22.55,22.65,22.76,22.45,22.73,22.55,0.007982261640798294,50.81292600147409,22.327319721658043,22.64538505128988,-0.318065329631839,-0.45965169698699027,0.1415863673551513,22.254,0.37148889620002795,22.996977792400056,21.511022207599947,0.8203325892570541,0.06677251661724226,97.43589743589735,83.28298259494099,70.9707819406645,107.90738390349398
002747.SZ,20251209,22.61,22.77,22.34,22.36,12499165.0,281148840.13,1.0,,,False,22.73,22.61,22.77,22.34,22.36,22.73,-0.01627804663440391,46.14175215214887,22.332347456787573,22.624245417861,-0.2918979610734276,-0.42610094980427776,0.13420298873085018,22.221,0.32884494826576566,22.878689896531533,21.563310103468467,0.6056729020265061,0.05919534643189172,65.25423728813557,77.27340082600585,73.07165490244495,85.67689267312767
002747.SZ,20251210,22.42,22.63,22.22,22.48,11618223.0,260559062.44,1.0,,,False,22.36,22.42,22.63,22.22,22.48,22.36,0.005366726296959001,47.817246712211734,22.35506323266641,22.61356057209352,-0.25849733942710884,-0.392580227728844,0.13408288830173515,22.2075,0.3119595326319004,22.831419065263802,21.583580934736197,0.7183776832374755,0.05618994171012516,75.42372881355939,76.6568434885237,74.2667177644712,81.43709493662874
002747.SZ,20251211,22.48,22.54,21.95,21.98,12453800.0,276195183.0,1.0,,,False,22.48,22.48,22.54,21.95,21.98,22.48,-0.022241992882562234,41.95992655904491,22.297361196871577,22.566630159345852,-0.2692689624742748,-0.3679179746779302,0.0986490122036554,22.167,0.28513330215867894,22.73726660431736,21.596733395682644,0.3360416000303479,0.051451852241381976,24.761904761904894,59.35853057965077,69.29732203619773,39.48094766655686
002747.SZ,20251212,21.97,22.08,21.7,22.0,13934242.0,305029979.54,1.0,,,False,21.98,21.97,22.08,21.7,22.0,21.98,0.0009099181073703999,42.264576729392786,22.251613320429797,22.52465755494986,-0.2730442345200643,-0.348943226646357,0.0758989921262927,22.146,0.28116543172999015,22.70833086345998,21.58366913654002,0.3701831879708028,0.050783966717238345,28.037383177570153,48.91814811229057,62.50426406156201,21.745916213747677
002747.SZ,20251215,21.85,21.86,21.4,21.41,12638129.0,273007846.45,1.0,,,False,22.0,21.85,21.86,21.4,21.41,22.0,-0.026818181818181852,36.22402180029556,22.122134348055983,22.44209032865728,-0.3199559806012964,-0.3431457774373449,0.02318979683604855,22.0945,0.31490435055729216,22.724308701114584,21.464691298885416,-0.043418976896181204,0.05701045066551258,0.7299270072993836,32.85540774396018,52.621311955694736,-6.67640067950893
002747.SZ,20251216,21.4,21.41,20.85,20.91,12054129.0,252986091.45,1.0,,,False,21.41,21.4,21.41,20.85,20.91,21.41,-0.023353573096683844,32.044245490130805,21.935652140662754,22.32860215616415,-0.39295001550139474,-0.3531066250501549,-0.03984339045123986,22.0255,0.4032923877286895,22.83208477545738,21.218915224542624,-0.19149581912667005,0.07324099570564821,3.1249999999999365,22.94527182930677,42.72929858023209,-16.622781672543866
002747.SZ,20251217,20.91,21.23,20.69,21.18,10176274.0,213215785.66,1.0,,,False,20.91,20.91,21.23,20.69,21.18,20.91,0.012912482065997155,36.31746460582642,21.819397965176176,22.243520514966804,-0.4241225497906278,-0.36730980999824947,-0.05681273979237833,21.9785,0.44241694135725196,22.863333882714503,21.093666117285498,0.048785362089461444,0.0805181320576475,23.557692307692253,23.1494119887686,36.20266971641093,-2.957103466516074
002747.SZ,20251218,21.01,21.24,20.94,20.95,8049649.0,169707665.8,1.0,,,False,21.18,21.01,21.24,20.94,20.95,21.18,-0.01085930122757317,34.33668548550685,21.68564443207215,22.14770418052482,-0.4620597484526705,-0.3862597976891337,-0.0757999507635368,21.933500000000002,0.4957547276626865,22.925009455325377,20.941990544674628,0.0040390211522204665,0.09041050952427787,12.499999999999915,19.59960799251237,30.668315808444746,-2.53780763935238
002747.SZ,20251219,21.01,21.33,21.01,21.18,9510592.0,201671382.37,1.0,,,False,20.95,21.01,21.33,21.01,21.18,20.95,0.01097852028639612,37.97952706068981,21.607852980984127,22.07602238937483,-0.468169408390704,-0.4026417198294478,-0.06552768856125618,21.899,0.5222729171610407,22.943545834322084,20.854454165677918,0.15583128266140808,0.09539666964903262,23.557692307692253,20.91896943090567,27.41853368259839,7.919840927520227
002747.SZ,20251222,21.55,21.84,21.4,21.7,14196499.0,308017819.72,1.0,,,False,21.18,21.55,21.84,21.4,21.7,21.18,0.02455146364494798,45.360062476209016,21.622029445448106,22.04816887905077,-0.42613943360266404,-0.4073412625840911,-0.01879817101857295,21.8835,0.5233476378086585,22.93019527561732,20.836804724382684,0.4123431602900003,0.09566068276256696,52.06185567010305,31.29993151063813,28.71233295861164,36.475128614691116
002747.SZ,20251223,21.7,21.7,21.45,21.54,8315040.0,179200726.34,1.0,,,False,21.7,21.7,21.7,21.45,21.54,21.7,-0.007373271889400956,43.63925819874588,21.60940953076378,22.010526739861824,-0.40111720909804305,-0.4060964518868815,0.004979242788838434,21.8675,0.5286858708154609,22.924871741630923,20.810128258369076,0.34513488156263084,0.09670714454152726,45.94594594594589,36.18193632240738,31.202200746543557,46.14140747413503
002747.SZ,20251224,21.5,21.74,21.43,21.67,7547623.0,163378695.49,1.0,,,False,21.54,21.5,21.74,21.43,21.67,21.54,0.006035283194057772,45.45001659922704,21.618731141415505,21.985302536909096,-0.3665713954935903,-0.39819144060822326,0.031620045114632955,21.8545,0.5301836945813231,22.914867389162648,20.794132610837355,0.41300185111044563,0.09703881481275219,70.50359712230234,47.62248992237237,36.67563047181983,69.51620882347743
002747.SZ,20251225,21.77,22.58,21.71,22.51,23096039.0,514267105.04,1.0,,,False,21.67,21.77,22.58,21.71,22.51,21.67,0.038763267189663164,55.41718717708963,21.75584942735158,22.02416901565657,-0.2683195883049905,-0.3722170701475767,0.10389748184258624,21.892000000000003,0.5483849013237904,22.988769802647585,20.79523019735242,0.7817364220405038,0.10019822790494995,96.29629629629646,63.84709204701373,45.7327843302178,100.07570748060559
002747.SZ,20251226,22.55,22.76,22.26,22.58,19188385.0,432305176.11,1.0,,,False,22.51,22.55,22.76,22.26,22.58,22.51,0.003109729009328932,56.13644489927677,21.882641823143643,22.065341681163492,-0.18269985801984845,-0.3343136277220311,0.15161376970218265,21.924500000000002,0.5685637607163373,23.061627521432676,20.787372478567328,0.7882262488793376,0.10373121589387893,91.30434782608681,72.9995106400381,54.8216931001579,109.35514571979849
002747.SZ,20251229,22.74,22.95,22.55,22.84,21996783.0,501900873.97,1.0,,,False,22.58,22.74,22.95,22.55,22.84,22.58,0.011514614703277415,58.795467623452126,22.02992769650616,22.122723778855086,-0.09279608234892578,-0.28601011864741005,0.19321403629848427,21.945,0.593274809847768,23.131549619695537,20.758450380304463,0.877143941198874,0.10813849347874568,95.13274336283187,80.37725488096936,63.340213693761726,114.45133725538463
002747.SZ,20251230,22.61,23.8,22.6,23.66,40869305.0,956994230.04,1.0,,,False,22.84,22.61,23.8,22.6,23.66,22.84,0.0359019264448337,65.83071401922433,22.280708050889828,22.236596091532487,0.044111959357341135,-0.2199857030464598,0.26409766240380095,22.0275,0.7014404821507729,23.430380964301545,20.624619035698455,1.0818383888374934,0.1273754138510085,95.10489510489508,85.2864682889446,70.65563189215602,114.54814108252177
002747.SZ,20251231,23.74,23.95,23.41,23.7,31204422.0,738725742.12,1.0,,,False,23.66,23.74,23.95,23.41,23.7,23.66,0.0016906170752324368,66.13446874111972,22.499060658445238,22.3449963810486,0.15406427739663897,-0.14517570695784007,0.29923998435447907,22.1185,0.7889947718457408,23.696489543691484,20.540510456308517,1.0011123192553935,0.14268504136279436,91.49659863945577,87.356511739115,76.22259184114236,109.62435153506027
002747.SZ,20260105,23.65,23.71,23.36,23.68,24730215.0,582848853.79,1.0,,,False,23.7,23.65,23.71,23.36,23.68,23.7,-0.0008438818565400519,65.81940691454861,22.680743634069046,22.44388553800796,0.2368580960610842,-0.06876894635405521,0.30562704241513944,22.180500000000002,0.8575632629724266,23.895626525944856,20.46537347405515,0.9371397612120573,0.15465174598812953,89.41176470588238,88.0415960613708,80.16225991455184,103.80026835500871
002747.SZ,20260106,23.7,23.9,23.47,23.73,23928290.0,566813809.12,1.0,,,False,23.68,23.7,23.9,23.47,23.73,23.68,0.0021114864864866245,66.25225683753757,22.842167690366114,22.539153275933298,0.3030144144328162,0.005587725803319062,0.2974266886294971,22.2395,0.9193229845924218,24.078145969184842,20.400854030815157,0.9053254473619,0.16534957792979538,91.26984126984131,89.11767779752763,83.14739920887712,101.05823497482868
002747.SZ,20260107,23.73,23.99,23.54,23.82,24645364.0,586088771.54,1.0,,,False,23.73,23.73,23.99,23.54,23.82,23.73,0.0037926675094817064,67.06084502494176,22.99260343030979,22.63403081104935,0.35857261926043904,0.07618470449474306,0.28238791476569597,22.294,0.9772686426975548,24.24853728539511,20.339462714604892,0.8903737246157266,0.1753420010222579,93.35937500000007,90.53157686501845,85.60879176092423,100.37714707320688
002747.SZ,20260108,23.96,24.35,23.81,24.07,29013823.0,698968639.26,1.0,,,False,23.82,23.96,24.35,23.81,24.07,23.82,0.010495382031906031,69.26384445677377,23.158356748723666,22.740398899119768,0.4179578496038978,0.14453933351657403,0.2734185160873238,22.3795,1.051301455339963,24.482102910679927,20.276897089320073,0.9020017263871608,0.1879043687910746,89.39393939393935,90.15236437465876,87.12331596550241,96.21046119297145
002747.SZ,20260109,23.9,24.53,23.88,24.25,31082893.0,753532791.68,1.0,,,False,24.07,23.9,24.53,23.88,24.25,24.07,0.007478188616535153,70.77918895772784,23.32630186430464,22.852221202888675,0.4740806614159645,0.21044759909645214,0.26363306231951233,22.468,1.127757066038572,24.723514132077145,20.212485867922855,0.8950318853375844,0.20077569272540016,87.6651982378854,89.32330899573432,87.85664697557972,92.2566330360435
002747.SZ,20260112,24.49,26.15,24.42,25.67,58045294.0,1467104594.05,1.0,,,False,24.25,24.49,26.15,24.42,25.67,24.25,0.058556701030927805,79.40533892028984,23.686870808257773,23.060945558230255,0.6259252500275174,0.2935431292826652,0.33238212074485224,22.6525,1.3185328020189475,25.289565604037897,20.015434395962103,1.0721321447937397,0.23282777654015202,86.66666666666676,88.4377615527118,88.05035183462375,89.21258098888794
002747.SZ,20260113,25.88,26.08,24.9,25.09,44888996.0,1139977097.8,1.0,,,False,25.67,25.88,26.08,24.9,25.09,25.67,-0.02259446825087663,70.27940822064589,23.902736837756578,23.211245887250236,0.691490950506342,0.3731326935274006,0.31835825697894143,22.807,1.410829897613438,25.628659795226874,19.985340204773124,0.90454912457234,0.24743804930301005,70.14084507042254,82.33878939194872,86.14649768706542,74.72337280171533
002747.SZ,20260114,25.23,25.86,24.68,24.94,40212425.0,1016912294.45,1.0,,,False,25.09,25.23,25.86,24.68,24.94,25.09,-0.005978477481068056,68.0995917976231,24.062315785794027,23.339301747453923,0.7230140383401036,0.4431089624899412,0.2799050758501624,22.9835,1.445404009265213,25.874308018530424,20.092691981469574,0.8384001959761083,0.2515550737294516,56.63082437275993,73.76946771888579,82.02082103100554,57.26676109464631
002747.SZ,20260115,24.9,25.15,24.47,24.75,23104818.0,571983120.84,1.0,,,False,24.94,24.9,25.15,24.47,24.75,24.94,-0.0076182838813152465,65.33528257066858,24.16811335721033,23.44379791430919,0.7243154429011405,0.49935025857218107,0.2249651843289594,23.1755,1.4118727810960732,25.999245562192147,20.351754437807852,0.7787963655581055,0.24368367993718779,49.82078853046598,65.78657465607918,76.60940557269676,44.14091282284403
002747.SZ,20260116,25.01,25.75,24.97,25.49,36667001.0,929447785.41,1.0,,,False,24.75,25.01,25.75,24.97,25.49,24.75,0.02989898989898987,70.37854238517,24.371480533024126,23.595368439175175,0.7761120938489512,0.5547026256275351,0.22140946822141605,23.391,1.4197496258143436,26.230499251628686,20.55150074837131,0.8696074226460968,0.24278562281464564,75.37313432835819,68.98209454683885,74.06696856407746,58.81234651236164
002747.SZ,20260119,25.49,25.7,25.17,25.31,23568772.0,597805703.39,1.0,,,False,25.49,25.49,25.7,25.17,25.31,25.49,-0.007061592781482884,67.79482108432715,24.515868143328106,23.72237818442146,0.7934899589066475,0.6024600922833576,0.1910298666232899,23.609,1.3617521800973835,26.33250436019477,20.885495639805235,0.8122814901383806,0.23071746877841218,67.81609195402298,68.59342701590023,72.24245471468505,61.29537161833059
002747.SZ,20260120,25.31,25.86,24.88,25.18,23317565.0,589132708.37,1.0,,,False,25.31,25.31,25.86,24.88,25.18,25.31,-0.005136309758988489,65.91277385753762,24.61804227512378,23.83035017076061,0.7876921043631704,0.6395064946993202,0.1481856096638502,23.809,1.2817055043963823,26.372411008792767,21.245588991207235,0.7674171241555346,0.2153312620263569,58.5470085470086,65.24462085960303,69.90984342965771,55.91417571949367
002747.SZ,20260121,25.0,25.35,24.88,25.13,18901217.0,475415052.03,1.0,,,False,25.18,25.0,25.35,24.88,25.13,25.18,-0.0019857029388403724,65.16348438269759,24.696805002027816,23.926620528482047,0.7701844735457684,0.6656420904686099,0.10454238307715846,23.9805,1.2158185514294437,26.412137102858885,21.548862897141113,0.7363633945724318,0.20280120121422707,55.066079295154196,61.85177367145342,67.22382017692296,51.10768066051435
002747.SZ,20260122,25.58,25.96,25.27,25.47,29156554.0,745784629.88,1.0,,,False,25.13,25.58,25.96,25.27,25.47,25.13,0.013529645841623639,67.84068222644912,24.815758078638922,24.040944933779674,0.7748131448592481,0.6874763013467375,0.08733684351251059,24.177,1.1192546627108586,26.415509325421716,21.938490674578283,0.7888082674742507,0.1851767651422192,60.693641618497054,61.465729653801304,65.30445666921574,53.788275622972435
002747.SZ,20260123,25.71,25.99,25.44,25.73,27861849.0,714862480.06,1.0,,,False,25.47,25.71,25.99,25.44,25.73,25.47,0.010208087946603994,69.75485254240871,24.95641068192524,24.166060123870068,0.7903505580551737,0.7080511526884248,0.08229940536674896,24.38,1.0088904796854838,26.397780959370966,22.362219040629032,0.8345259042440507,0.16552756024372164,78.26086956521752,67.06410962427339,65.89100765423495,69.41031356435025
002747.SZ,20260126,25.87,26.47,25.2,25.37,31898042.0,817951025.35,1.0,,,False,25.73,25.87,26.47,25.2,25.37,25.73,-0.013991449669646272,64.06851971222545,25.020039807782897,24.255240855435247,0.7647989523476504,0.7194007126202699,0.04539823972738044,24.523,0.93357966987291,26.39015933974582,22.655840660254178,0.7268151362259485,0.15227821553201662,45.00000000000011,59.7094064161823,63.8304739082174,51.467271432112085
002747.SZ,20260127,25.19,25.29,24.5,25.15,24468387.0,610034878.77,1.0,,,False,25.37,25.19,25.29,24.5,25.15,25.37,-0.008671659440283919,60.806313654309214,25.040033683508604,24.32151931058819,0.7185143729204135,0.7192234446802986,-0.0007090717598851048,24.6515,0.8282226451866767,26.30794529037335,22.995054709626647,0.6504728236112287,0.13438900597313364,33.999999999999986,51.139604277454865,59.60018403129656,34.218444769771494
002747.SZ,20260128,25.0,25.09,24.22,24.36,23890399.0,584208876.95,1.0,,,False,25.15,25.0,25.09,24.22,24.36,25.15,-0.03141153081510928,50.802975629654455,24.93541311681497,24.324369732026103,0.6110433847888679,0.6975874327020125,-0.08654404791314463,24.7275,0.7213520291785549,26.170204058357108,23.28479594164289,0.3726350016584505,0.11668822633562702,6.222222222222247,36.16714359237733,51.78917055165682,4.923089673818353
002747.SZ,20260129,24.25,24.44,23.74,23.85,19099948.0,459863119.65,1.0,,,False,24.36,24.25,24.44,23.74,23.85,24.36,-0.020935960591132896,45.58883725085233,24.76842648345882,24.2892312333575,0.4791952501013199,0.653908996181874,-0.17471374608055412,24.737000000000002,0.7083650188991681,26.15373003779834,23.320269962201664,0.18695517976789772,0.11454339958752782,4.029304029304138,25.454530404686267,43.0109571693333,-9.658323124607804
002747.SZ,20260130,23.72,23.9,22.92,23.58,21167614.0,495809282.57,1.0,,,False,23.85,23.72,23.9,22.92,23.58,23.85,-0.01132075471698124,43.06864932910269,24.58559163984977,24.23669558644213,0.3488960534076391,0.5929064076270271,-0.244010354219388,24.731,0.7175715992150322,26.166143198430067,23.295856801569936,0.09899472008817393,0.11606026431847198,18.591549295774566,23.166870035049037,36.39626145790522,-3.2919128106633337
002747.SZ,20260202,23.58,24.23,23.38,23.58,22392323.0,534352300.53,1.0,,,False,23.58,23.58,24.23,23.38,23.58,23.58,0.0,43.06864932910268,24.430885233719035,24.1880514689279,0.24283376479113628,0.5228918790598489,-0.28005811426871263,24.726,0.7251854935118456,26.17637098702369,23.275629012976307,0.10492866644012634,0.11731545636364091,18.591549295774566,21.641763121957545,31.478095345922664,1.9690986740273004
002747.SZ,20260203,23.71,23.98,23.46,23.98,15496460.0,368667855.39,1.0,,,False,23.58,23.71,23.98,23.46,23.98,23.58,0.016963528413910245,48.00703068979177,24.361518274685338,24.172640249007316,0.18887802567802225,0.4560891083834836,-0.26721108270546134,24.7385,0.7099033384905437,26.158306676981084,23.318693323018913,0.23288616954077668,0.11478518721677433,29.859154929577453,24.38089372449752,29.112361472114284,14.91795822926398
