code,trade_date,open,high,low,close,volume,amount,adj_factor,limit_up,limit_down,is_paused,pre_close,qfq_open,qfq_high,qfq_low,qfq_close,qfq_pre_close,ret_1d,rsi14,ema12,ema26,macd_dif,macd_dea,macd_hist,boll_mid,boll_std,boll_upper,boll_lower,boll_percent_b,boll_bandwidth,kdj_rsv9,kdj_k,kdj_d,kdj_j
002747.SZ,20250217,20.16,21.2,20.15,21.2,79644486.0,1659554490.46,1.0,,,False,20.15,20.16,21.2,20.15,21.2,20.15,0.05210918114143914,44.84990556100157,20.160280237081487,19.56419433717363,0.5960858999078553,,,19.8525,0.6997347711811961,21.251969542362392,18.453030457637606,0.9814324139292574,0.14098673138016804,99.64412811387895,81.46970920943193,77.13553287012189,90.138061888052
002747.SZ,20250218,21.25,21.44,20.69,20.93,72155843.0,1515421684.09,1.0,,,False,21.2,21.25,21.44,20.69,20.93,21.2,-0.012735849056603743,43.51497752126685,20.278698662145874,19.66536512701262,0.6133335351332541,,,19.96,0.691816449645425,21.34363289929085,18.576367100709152,0.8505265018261533,0.1386405710712273,79.84189723320152,80.92710521735513,78.39939031919965,85.98253501366611
002747.SZ,20250219,20.97,22.57,20.93,22.3,104857838.0,2307035583.13,1.0,,,False,20.93,20.97,22.57,20.93,22.3,20.93,0.06545628284758731,51.416747684532005,20.589668098738816,19.860523265752427,0.729144832986389,,,20.085500000000003,0.8574349829578923,21.800369965915788,18.37063003408422,1.1456757783431695,0.17075701037223714,90.5263157894737,84.12684207472799,80.30854090437577,91.76344441543242
002747.SZ,20250220,22.31,24.48,22.12,23.4,117887262.0,2762181011.51,1.0,,,False,22.3,22.31,24.48,22.12,23.4,22.3,0.049327354260089606,56.659311168949024,21.022026852778996,20.122706727548543,0.899320125230453,,,20.282,1.1076714314272087,22.497342862854417,18.066657137145583,1.2037285406879479,0.2184540837051984,77.31092436974788,81.85486950640129,80.82398377171762,83.91664097576862
002747.SZ,20250221,23.41,24.3,23.03,23.54,96651973.0,2274163486.12,1.0,,,False,23.4,23.41,24.3,23.03,23.54,23.4,0.005982905982905962,57.29099047185387,21.409407336966844,20.375839562544947,1.033567774421897,,,20.485500000000002,1.2974146407374945,23.08032928147499,17.890670718525012,1.088574366299681,0.2533332631837143,80.25210084033611,81.32061328437956,80.98952694260494,81.9827859679288
002747.SZ,20250224,23.64,25.32,23.16,24.98,104110748.0,2532641395.49,1.0,,,False,23.54,23.64,25.32,23.16,24.98,23.54,0.061172472387425625,63.22764082302521,21.95872928512579,20.716888483837913,1.2418408012878785,,,20.755499999999998,1.6060556497207692,23.967611299441536,17.54338870055846,1.1575892934865737,0.3095190479093772,93.92857142857143,85.5232659991102,82.50077329477337,91.56825140778383
002747.SZ,20250225,23.8,25.02,23.61,24.44,76641900.0,1874706873.3,1.0,,,False,24.98,23.8,25.02,23.61,24.44,24.98,-0.021617293835068052,59.86697567738584,22.340463241260284,20.992674522072143,1.3477887191881415,,,21.0075,1.7614819754967692,24.53046395099354,17.48453604900646,0.9871608179572735,0.3354005903599704,84.2857142857143,85.11074876131157,83.37076511695278,88.59071605002913
002747.SZ,20250226,24.32,26.79,24.03,25.6,104787896.0,2669451861.2,1.0,,,False,24.44,24.32,26.79,24.03,25.6,24.44,0.04746317512274967,64.26142453606514,22.84193043491255,21.33395789080754,1.5079725441050087,1.0508955920103296,0.45707695209467913,21.291,2.0047316528652903,25.30046330573058,17.28153669426942,1.0373537143788427,0.3766345691353699,83.1683168316832,84.46327145143545,83.73493389511367,85.919946564079
002747.SZ,20250227,25.61,28.0,24.97,27.48,118319309.0,3075454479.47,1.0,,,False,25.6,25.61,28.0,24.97,27.48,25.6,0.07343750000000004,69.99561150892404,23.555479598772155,21.78922026926624,1.766259329505914,1.1939683395094465,0.5722909899964674,21.6885,2.3708801635679517,26.430260327135905,16.946739672864098,1.1106909249352712,0.43726032940368426,93.37579617834396,87.43411302707162,84.96799360576632,92.36635186968223
002747.SZ,20250228,27.0,27.0,24.73,24.73,95625059.0,2427775060.85,1.0,,,False,27.48,27.0,27.0,24.73,24.73,27.48,-0.10007278020378452,55.87349011586092,23.7361750451149,22.00705580487615,1.7291192402387523,1.3009985196553078,0.4281207205834445,21.938499999999998,2.414399045311275,26.767298090622546,17.10970190937745,0.7890470824842576,0.44021223790346187,55.266757865937066,76.71166130669343,82.21588283940869,65.7032182412629
002747.SZ,20250303,23.68,24.45,22.78,23.02,85075022.0,1996174083.95,1.0,,,False,24.73,23.68,24.45,22.78,23.02,24.73,-0.06914678528103524,49.22311257748472,23.625994268943376,22.082088708218656,1.5439055607247205,1.3495799278691905,0.19432563285553006,22.081,2.3897947610621286,26.860589522124258,17.30141047787574,0.598230192744948,0.4329142269031528,29.56152758132956,60.99495006490548,75.14223858124096,32.70037303223452
