code,name,close_mean,close_std,close_min,close_max,volume_mean,amount_mean,ret_1d_mean,ret_1d_std
002747.SZ,埃斯顿,23.053342541436464,4.052535903014458,16.62,44.77,35730818.39779005,904889445.9293922,0.0029570477510242653,0.03005527982966913
002979.SZ,雷赛智能,44.36685082872928,6.481126105501636,27.49,69.55,11857971.73756906,552952371.518094,0.002801261755963662,0.03118696033889585
300607.SZ,拓斯达,32.337375690607736,3.9833943427740794,23.08,52.96,30750450.480662983,1045699398.1525967,0.0023513230714038535,0.03836089932627019
603416.SH,信捷电气,55.27513812154696,5.456916230382554,38.76,67.76,3307054.0276243095,187277151.22309393,0.0015881300957966572,0.031113748739519137
603466.SH,风语筑,9.998314917127072,0.7903347446403499,8.04,12.97,29482509.62154696,308890653.65063536,0.0011648889275831852,0.031169786869886904
