code,open_count,open_mean,open_std,open_min,open_25%,open_50%,open_75%,open_max,high_count,high_mean,high_std,high_min,high_25%,high_50%,high_75%,high_max,low_count,low_mean,low_std,low_min,low_25%,low_50%,low_75%,low_max,close_count,close_mean,close_std,close_min,close_25%,close_50%,close_75%,close_max,volume_count,volume_mean,volume_std,volume_min,volume_25%,volume_50%,volume_75%,volume_max,amount_count,amount_mean,amount_std,amount_min,amount_25%,amount_50%,amount_75%,amount_max,qfq_close_count,qfq_close_mean,qfq_close_std,qfq_close_min,qfq_close_25%,qfq_close_50%,qfq_close_75%,qfq_close_max,ret_1d_count,ret_1d_mean,ret_1d_std,ret_1d_min,ret_1d_25%,ret_1d_50%,ret_1d_75%,ret_1d_max
002747.SZ,362.0,22.98038674033149,3.962202354177152,16.69,20.32,22.335,24.2575,42.81,362.0,23.505856353591156,4.268981332730063,17.05,20.72,22.64,24.695,44.77,362.0,22.569171270718236,3.7219275199363944,15.8,20.1175,21.95,23.895,41.02,362.0,23.053342541436468,4.052535903014459,16.62,20.427500000000002,22.345,24.3575,44.77,362.0,35730818.39779005,30049653.264325116,6968008.0,14552021.75,24989641.0,45095301.25,194005820.0,362.0,904889445.9293922,1006669355.7672181,22290562.0,313204012.97499996,573830483.73,1008913526.0699999,7248661800.0,362.0,23.053342541436468,4.052535903014459,16.62,20.427500000000002,22.345,24.3575,44.77,361.0,0.0029570477510242653,0.030055279829669126,-0.10014873574615779,-0.014399393709738528,0.0,0.01684210526315777,0.10006027727546707
002979.SZ,362.0,44.27419889502762,6.479697168482045,27.61,40.0025,43.705,48.1525,69.55,362.0,45.32839779005524,6.801616939645992,28.0,40.655,44.42,49.5,69.55,362.0,43.447237569060775,6.200924521715614,27.03,39.475,43.015,47.195,69.55,362.0,44.366850828729284,6.481126105501637,27.49,40.08,43.655,48.22,69.55,362.0,11857971.73756906,8500232.200657567,2112852.0,5266316.5,9307292.5,15788136.25,51396222.0,362.0,552952371.518094,460280438.59237444,13031100.0,222009655.2125,404048146.20500004,742170790.01,2765801900.0,362.0,44.366850828729284,6.481126105501637,27.49,40.08,43.655,48.22,69.55,361.0,0.002801261755963662,0.03118696033889585,-0.0999781707050863,-0.01644245142002998,0.0006517488594395271,0.017865322950068707,0.1000816993464051
300607.SZ,362.0,32.15748618784531,3.8396348988306674,23.4,29.314999999999998,32.37,34.355000000000004,49.48,362.0,33.152928176795584,4.228740569447528,24.75,30.0225,33.345,35.5225,54.84,362.0,31.549530386740333,3.667233523776561,21.6,28.935,31.8,33.755,47.81,362.0,32.337375690607736,3.983394342774079,23.08,29.4225,32.629999999999995,34.47,52.96,362.0,30750450.480662983,24167286.42537082,3821912.0,12265536.5,23841713.0,39864017.5,129548756.0,362.0,1045699398.1525967,903418240.5009278,19494865.0,373672850.1325,782763464.035,1392665604.5925,5044508574.91,362.0,32.337375690607736,3.983394342774079,23.08,29.4225,32.629999999999995,34.47,52.96,361.0,0.0023513230714038535,0.03836089932627018,-0.20000000000000007,-0.018901890189018777,-0.0005360493165371683,0.01833180568285986,0.20012911555842483
603416.SH,362.0,55.179060773480664,5.550965896500174,38.61,52.1825,55.175,58.4225,68.28,362.0,56.51190607734807,5.735385905190584,39.54,52.965,56.27,60.1175,70.26,362.0,54.13701657458563,5.2927309630110555,37.69,51.285,54.305,57.457499999999996,65.5,362.0,55.27513812154696,5.456916230382553,38.76,52.192499999999995,55.25,58.6875,67.76,362.0,3307054.0276243095,1789336.9250728935,761157.0,2066342.75,3037586.5,4117689.0,11932400.0,362.0,187277151.2230939,113855546.29386511,37081339.85,108866960.16,160034994.505,232865831.075,758796949.95,362.0,55.27513812154696,5.456916230382553,38.76,52.192499999999995,55.25,58.6875,67.76,361.0,0.0015881300957966572,0.03111374873951912,-0.10001862544235418,-0.015555948382534934,-0.0012400354295837301,0.016773659142679698,0.10008375209380227
603466.SH,362.0,9.977762430939226,0.777561155541361,7.95,9.42,9.96,10.45,12.97,362.0,10.19389502762431,0.8479445704115586,8.1,9.58,10.145,10.69,14.0,362.0,9.795883977900553,0.7258239507995141,7.34,9.3025,9.81,10.27,12.41,362.0,9.998314917127074,0.7903347446403499,8.04,9.4325,9.985,10.48,12.97,362.0,29482509.62154696,27370920.25399731,5949080.0,12793384.5,20790949.5,34724626.75,196151405.0,362.0,308890653.65063536,325523421.78017145,54767416.82,124146205.97,204582762.815,341324133.8725,2483617086.01,362.0,9.998314917127074,0.7903347446403499,8.04,9.4325,9.985,10.48,12.97,361.0,0.0011648889275831852,0.031169786869886897,-0.09979633401221999,-0.01569037656903771,0.0,0.015706806282722363,0.10055248618784529
